LAB_ID,NAME,type,DATE/TIME,PH,SPCOND,CL,SO4,CA,K,MG,NA,AL,FE,MN,SI,SR,NH4,NO3,SRP,TN_,TP_,NPOC,TC-IC,DOC,UVA254,UVA360,UVA360F,BDOC,BR,THGF,MEHGF,O-18,D,FE2,FE3,RunoffVolume_L,TEMPC
350449,S2S SURF,SURF,6/27/2011 10:15,,31.51,0.21,0.26,4.36,0.98,0.88,0.28,0.31,0.29,0,2.96,0.02,,,0.12,0.85,0.15,26.18,,,,,,,,,,-10.32,-68.65,,,66,13.8
350450,S2S SUB,SUB,6/27/2011 10:30,,22.95,0.18,0.34,3.42,0.31,0.9,0.58,0.78,0.15,0,3.71,0.02,,,0.01,0.41,0.05,24.04,,,,,,,,,,-10.45,-70.32,,,700,
220186,S2S SUB,SUB,6/27/2011 12:35,5.14,22.84,0,0.41,3.53,0.27,0.87,0.75,0.94,0.31,0.01,4.04,0.02,,,0,0.48,0.06,28.06,,,,,,,,,,,,,,795,13
350481,S2S SUB,SUB,6/27/2011 12:52,,20.18,0,0.42,3.35,0.24,0.88,0.75,0.82,0.2,0,4.13,0.01,,,0,0.35,0.05,22.22,,,,,,,,,,,,,,,
350477,S2N SUB,SUB,6/27/2011 13:50,,25.8,0.08,0.49,3.36,0.79,1.05,0.82,0.72,0.28,0,4.17,0.01,,,0.01,0.34,0.05,20.46,,,,,,,,,,,,,,,
350482,S2S SUB,SUB,6/27/2011 15:16,5.08,19.26,0.08,0.37,3.43,0.26,0.89,0.89,0.87,0.34,0,4.19,0.01,,,0,0.36,0.03,23.84,,,,,,,,,,,,,,,
350480,S2S SURF,SURF,6/27/2011 17:22,5.49,36.77,0.4,0.43,4.52,1.33,0.9,0.75,0.23,0.27,0,2.8,0.02,,,0.15,1.59,0.18,26.43,,,,,,,,,,,,,,,
350483,S2S SUB,SUB,6/27/2011 18:04,,20.7,0,0.41,3.4,0.24,0.88,0.83,0.86,0.34,0,4.26,0.01,,,0.01,0.35,0.03,23.29,,,,,,,,,,,,,,,
350484,S2S SUB,SUB,6/28/2011 3:19,,21.83,0,0.64,3.23,0.22,0.89,0.95,0.91,0.33,0,4.91,0.01,,,0.01,0.35,0.05,20.31,,,,,,,,,,,,,,,
220187,S2S SURF,SURF,6/28/2011 6:05,5.57,27.91,0,0.23,4.07,0.98,0.76,0.24,0.28,0.28,0.03,2.67,0.02,,,0.09,0.78,0.1,24.92,,,,,,,,,,,,,,65,15
220188,S2S SUB,SUB,6/28/2011 6:05,5.16,20.08,0,0.69,3.13,0.22,0.85,1.02,1.15,0.47,0.01,5.42,0.01,,,0,0.33,0.05,21.58,,,,,,,,,,,,,,470,12
220189,S2N SUB,SUB,6/28/2011 6:30,5.29,24.1,0,0.54,3.65,0.94,1.07,0.83,0.89,0.31,0,4.45,0.02,,,0.01,0.43,0.06,25.19,,,,,,,,,,,,,,795,13
350479,S2S SUB,SUB,6/28/2011 9:40,,21.21,0.19,0.7,3.19,0.25,0.9,1.06,0.95,0.37,0,5.22,0.01,,,0,0.3,0.03,18.65,,,,,,,,,,,,,,40,
350485,S2N SUB,SUB,6/28/2011 10:30,,25.23,0,0.55,3.39,0.69,1.1,0.93,0.66,0.19,0,4.81,0.01,,,0,0.22,0.03,17.5,,,,,,,,,,,,,,35,
350494,S2S SUB,SUB,6/28/2011 10:43,5.72,20.08,0,0.73,3.12,0.2,0.88,1.04,0.96,0.37,0,5.21,0.01,,,0,0.3,0.05,18.07,,,,,,,,,,,,,,,
350495,S2S SUB,SUB,6/29/2011 9:08,5.11,21.32,0,0.92,2.97,0.23,0.87,1.13,0.79,0.32,0,5.37,0.01,,,0,0.23,0.05,16.64,,,,,,,,,,,,,,,
220190,S2N SURF,SURF,6/29/2011 9:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,14
220191,S6S SURF,SURF,6/29/2011 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,13
220192,S6N SURF,SURF,6/29/2011 10:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,13
220193,S2S SUB,SUB,6/30/2011 9:40,6.38,22.55,0,1.03,2.91,0.22,0.83,1.36,1.01,0.42,0,6.06,0.01,,,0,0.29,0.05,17.73,,,,,,,,,,,,,,115,14
220194,S2N SUB,SUB,6/30/2011 9:50,5.73,25.75,0,0.74,3.31,0.76,1.1,1.1,0.89,0.39,0,5.73,0.01,,,0,0.28,0.05,16.43,,,,,,,,,,,,,,85,13
220195,S6S SUB,SUB,6/30/2011 10:10,5.57,38.72,0.14,7.05,3.65,2.05,1.12,1.58,0.9,0.47,0,6.11,0.02,,,0,0.25,0.05,13.67,,,,,,,,,,,,,,225,15
220196,S6N SUB,SUB,6/30/2011 10:20,5.55,62.41,0.29,15.18,6.15,2.23,1.78,2.34,0.67,0.31,0.01,5.82,0.02,,,0.02,0.34,0.06,18.8,,,,,,,,,,,,,,295,14
220197,S2S SUB,SUB,7/5/2011 9:10,5.68,23.06,0.31,1.54,2.89,0.27,0.85,1.68,0.78,0.31,0,6.16,0.01,,,0,0.29,0.05,16.52,,,,,,,,,,,,,,2,18
220198,S6S SUB,SUB,7/5/2011 12:05,5.59,37.12,0.17,7.21,3.81,2.15,1.16,1.6,0.88,0.46,0,6.16,0.02,,,0,0.24,0.05,14.08,,,,,,,,,,,,,,20,23
220199,S6N SUB,SUB,7/5/2011 12:10,5.64,62.76,0.32,15.83,6.6,2.51,1.86,2.5,0.59,0.28,0.01,5.97,0.03,,,0.04,0.39,0.07,19.8,,,,,,,,,,,,,,6,21
350573,S2S SURF,SURF,7/19/2011 11:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350568,S2S SUB,SUB,7/19/2011 12:58,5.2,17.97,0.17,0.75,2.3,0.31,0.72,0.87,1.44,0.88,0,4.76,0.01,,,0.03,0.54,0.08,17.12,,,,,,,,,,,,,,,
350574,S2S SURF,SURF,7/19/2011 12:58,5.43,23.83,0.29,0.93,1.87,1.35,0.38,0.19,0.02,0.04,0,0.83,0.01,,,0.2,1.24,0.21,10.38,,,,,,,,,,,,,,,
350569,S2S SUB,SUB,7/19/2011 13:32,5.16,21,0.38,0.57,2.75,0.35,0.72,0.75,0.63,0.22,0,3.04,0.01,,,0.03,0.63,0.07,24.68,,,,,,,,,,,,,,,
350570,S2S SUB,SUB,7/19/2011 15:34,5.16,19.79,0.12,0.53,2.86,0.23,0.76,0.69,0.82,0.33,0,3.54,0.01,,,0.03,0.56,0.07,23.51,,,,,,,,,,,,,,,
350575,S2S SURF,SURF,7/19/2011 16:11,5.41,22.01,0.18,0.85,2.08,1.09,0.4,0.16,0.06,0.07,0,1.08,0.01,,,0.14,0.65,0.14,10.27,,,,,,,,,,,,,,,
350571,S2S SUB,SUB,7/19/2011 16:18,5.13,18.78,0.12,0.54,2.78,0.25,0.71,0.49,0.53,0.18,0,2.61,0.01,,,0.03,0.54,0.07,21.99,,,,,,,,,,,,,,,
350572,S2S SUB,SUB,7/19/2011 16:57,5.12,18.68,0.06,0.52,2.75,0.25,0.71,0.49,0.58,0.19,0,2.75,0.01,,,0.02,0.52,0.07,21.5,,,,,,,,,,,,,,,
220216,S2S SUB,SUB,7/20/2011 5:15,5.16,18.9,0,0.53,2.88,0.26,0.86,0.81,1.4,0.66,0.01,5.45,0.01,,,0.01,0.46,0.06,20.1,,,,,,,,,,,,,,715,19
220217,S2S SURF,SURF,7/20/2011 5:20,5.41,20.79,0.17,0.75,2.51,1.04,0.49,0.19,0.27,0.19,0.01,1.92,0.01,,,0.11,0.66,0.11,12.32,,,,,,,,,,,,,,55,20
220218,S2N SURF,SURF,7/20/2011 5:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,20
220219,S2N SUB,SUB,7/20/2011 5:30,5.49,22.57,0.22,0.79,2.5,1.08,0.49,0.22,0.27,0.19,0,1.91,0.01,,,0.11,0.71,0.12,12.53,,,,,,,,,,,,,,125,18
220220,S6S SUB,SUB,7/20/2011 5:40,5.44,20.79,0.16,0.79,2.44,1.03,0.48,0.2,0.28,0.2,0.01,1.92,0.01,,,0.11,0.68,0.12,12.45,,,,,,,,,,,,,,115,21
220221,S6S SURF,SURF,7/20/2011 5:45,5.43,20.69,0.16,0.75,2.46,1.03,0.48,0.22,0.28,0.2,0.01,1.95,0.01,,,0.11,0.67,0.12,12.14,,,,,,,,,,,,,,80,21
220222,S6N SURF,SURF,7/20/2011 5:55,5.69,49.4,0.5,1.19,5.32,4.44,1.45,0.39,0.12,0.08,0.01,3.49,0.02,,,0.61,2.86,0.61,13.26,,,,,,,,,,,,,,120,20
220223,S6N SUB,SUB,7/20/2011 6:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,18
350567,S2S SUB,SUB,7/20/2011 9:35,5.18,20.3,0.08,0.64,2.91,0.22,0.85,1.03,1.13,0.56,0,5.74,0.01,,,0.01,0.32,0.02,21.07,,,,,,,,,,,,,,20,
350579,S2N SUB,SUB,7/20/2011 10:10,5.56,25.04,0.12,0.81,3.49,0.75,1.16,1.19,1.32,0.72,0.01,4.97,0.01,,,0.01,0.24,0.07,23.1,,,,,,,,,,,,,,8,
220224,S6S SURF,SURF,7/21/2011 11:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18
220225,S6S SUB,SUB,7/21/2011 11:15,5.5,32.47,0.26,6.54,3.36,2.05,1.08,1.57,0.92,0.47,0,6.2,0.02,,,0,0.2,0.05,11.89,,,,,,,,,,,,,,85,19
220226,S6N SURF,SURF,7/21/2011 11:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,19
220227,S2S SUB,SUB,7/21/2011 11:45,5.5,18.11,0,0.59,2.93,0.3,0.9,1.04,1.69,0.85,0.01,6.78,0.01,,,0.01,0.34,0.05,19.2,,,,,,,,,,,,,,30,20
220228,S2N SUB,SUB,7/21/2011 11:55,5.57,21.97,0.11,0.82,3.52,0.79,1.18,1.21,1.67,0.9,0.01,5.75,0.02,,,0.01,0.27,0.05,21.78,,,,,,,,,,,,,,15,23
350592,S2S SUB,SUB,7/23/2011 23:34,5.33,21.51,0,0.8,2.83,0.22,0.85,1.3,0.9,0.4,0,6.58,0.01,,,0,0.3,0.07,18.7,,,,,,,,,,,,,,,
220229,S2N SURF,SURF,7/25/2011 7:20,5.56,97.31,0.61,1.9,11.7,5.83,2.77,0.57,0.03,0.04,0.01,7.19,0.05,,,0.41,10.03,0.39,17.49,,,,,,,,,,,,,,2,17
220230,S2S SUB,SUB,7/25/2011 7:30,5.44,19.8,0,0.89,2.81,0.25,0.88,1.35,1.37,0.65,0.01,7.45,0.01,,,0,0.31,0.05,16.92,,,,,,,,,,,,,,15,18
220231,S2S SURF,SURF,7/25/2011 7:35,5.44,19.7,0,0.88,2.83,0.25,0.89,1.35,1.37,0.66,0.01,7.46,0.01,,,0,0.28,0.05,16.63,,,,,,,,,,,,,,4,19
220232,S6S SURF,SURF,7/27/2011 6:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17
220233,S6S SUB,SUB,7/27/2011 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18
350610,S2S SURF,SURF,8/1/2011 23:17,5.64,21.1,0.18,0.58,1.96,1.04,0.38,0.17,0.03,0.04,0,1.02,0.01,,,0.16,1.15,0.17,11.16,,,,,,,,,,,,,,,
350612,S2S SUB,SUB,8/1/2011 23:28,,20.3,0.07,0.52,2.55,0.21,0.7,0.8,0.75,0.36,0,3.84,0.01,,,0.03,0.55,0.08,24.52,,,,,,,,,,,,,,,
350611,S2S SURF,SURF,8/1/2011 23:34,,16.76,0.27,0.41,1.59,0.81,0.3,0.11,0.03,0.03,0,0.79,0.01,,,0.12,0.6,0.12,9.58,,,,,,,,,,,,,,,
350613,S2S SUB,SUB,8/1/2011 23:45,,20.9,0.08,0.39,2.92,0.22,0.75,0.56,0.59,0.28,0,3.1,0.01,,,0.03,0.6,0.08,27.3,,,,,,,,,,,,,,,
350614,S2S SUB,SUB,8/2/2011 0:35,5.1,20.4,0.06,0.38,2.88,0.25,0.75,0.73,0.75,0.33,0,3.73,0.01,,,0.02,0.59,0.07,27.52,,,,,,,,,,,,,,,
350615,S2S SUB,SUB,8/2/2011 5:29,,21.71,0,0.56,2.86,0.24,0.78,0.92,0.87,0.35,0,5.16,0.01,,,0.01,0.41,0.03,25.35,,,,,,,,,,,,,,,
220234,S2S SURF,SURF,8/2/2011 5:30,5.44,19.1,0.19,0.48,2.13,0.98,0.39,0.15,0.1,0.09,0.01,1.23,0.01,,,0.13,0.81,0.13,8.63,,,,,,,,,,,,,,35,18
220235,S2S SUB,SUB,8/2/2011 5:35,5.36,18.71,0.16,0.46,2.1,0.96,0.39,0.14,0.1,0.09,0.01,1.22,0.01,,,0.13,0.78,0.12,8.11,,,,,,,,,,,,,,455,20
350609,S2S SUB,SUB,8/2/2011 7:45,,21.31,0,0.62,2.88,0.23,0.81,1,1.07,0.5,0,5.79,0.01,,,0.01,0.33,0.07,24.73,,,,,,,,,,,,,,,
220240,S6S SURF,SURF,8/2/2011 8:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,19
220241,S6S SUB,SUB,8/2/2011 8:15,4.34,37.81,0.3,0.31,3.29,1.01,1.04,1.03,0.38,1.24,0.04,2.66,0.01,,,0.05,0.99,0.07,53.54,,,,,,,,,,,,,,45,20
220242,S6N SURF,SURF,8/2/2011 8:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,18
350617,S2S SUB,SUB,8/2/2011 9:00,,21.71,0,0.65,2.85,0.24,0.82,1.04,1.1,0.5,0,6.04,0.01,,,0.01,0.32,0.07,22.48,,,,,,,,,,-6.53,-42.58,,,,
220248,S2S SUB,SUB,8/4/2011 5:35,5.92,20.5,0.69,0.82,2.81,0.29,0.85,1.19,1.64,0.81,0.01,7.38,0.01,,,0.01,0.39,0.06,18.49,,,,,,,,,,,,,,65,20
220249,S2N SUB,SUB,8/4/2011 6:05,5.56,24.4,0.26,0.96,3.33,0.83,1.14,1.23,1.73,0.93,0.01,6.3,0.02,,,0.02,0.37,0.06,19.65,,,,,,,,,,,,,,5,20
220250,S2N SURF,SURF,8/4/2011 6:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,21
220251,S6S SUB,SUB,8/4/2011 6:30,5.53,35.9,0.24,6.23,3.2,2.06,1.02,1.63,0.95,0.49,0,6.63,0.02,,,0,0.21,0.05,10.76,,,,,,,,,,,,,,40,22
350628,S2S SUB,SUB,8/5/2011 14:46,5.37,24.4,0.08,0.69,3.31,0.25,0.9,1.04,0.95,0.41,0,5.47,0.02,,,0.01,0.59,0.06,22.63,,,,,,,,,,,,,,,
350633,S2S SURF,SURF,8/5/2011 14:54,,20.6,0.15,0.6,2.15,0.82,0.4,0.13,0.07,0.04,0,1.34,0.01,,,0.12,0.86,0.14,11.31,,,,,,,,,,,,,,,
350629,S2S SUB,SUB,8/5/2011 15:11,,22.9,0.06,0.5,3.67,0.24,0.94,0.63,0.84,0.31,0,4.01,0.02,,,0.02,0.73,0.06,28.36,,,,,,,,,,,,,,,
350630,S2S SUB,SUB,8/5/2011 16:06,,21.3,0,0.43,3.43,0.23,0.87,0.61,0.79,0.29,0,4,0.02,,,0.01,0.62,0.06,25.36,,,,,,,,,,,,,,,
350631,S2S SUB,SUB,8/6/2011 1:38,,21.7,0,0.67,3.11,0.21,0.87,1.08,1.03,0.43,0,6,0.01,,,0,0.4,0.06,20.05,,,,,,,,,,,,,,,
350632,S2S SUB,SUB,8/8/2011 0:01,,24.4,0,0.88,2.9,0.22,0.87,1.29,0.81,0.31,0,6.52,0.01,,,0,0.3,0.06,17,,,,,,,,,,,,,,,
220253,S2S SUB,SUB,8/8/2011 6:35,5.27,23.8,0.57,0.84,2.93,0.25,0.9,1.35,1.17,0.52,0.01,7.16,0.01,,,0,0.31,0.04,17.02,,,,,,,,,,,,,,615,18
220254,S2S SURF,SURF,8/8/2011 6:45,5.26,26.1,0.28,0.7,2.79,1,0.51,0.16,0.13,0.13,0.01,1.87,0.01,,,0.14,1.12,0.15,12.79,,,,,,,,,,,,,,25,19
220255,S2N SURF,SURF,8/8/2011 6:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18
220256,S2N SUB,SUB,8/8/2011 6:55,5.57,26.8,0.52,1.15,3.39,0.78,1.3,1.62,2.17,1.22,0.01,7.88,0.02,,,0.01,0.29,0.06,20.58,,,,,,,,,,,,,,75,17
350627,S2S SUB,SUB,8/8/2011 9:05,,25.2,0,0.81,2.89,0.22,0.87,1.38,0.86,0.32,0,6.69,0.01,,,0,0.27,0.03,20.8,,,,,,,,,,-6.66,-43.65,,,2,
350644,S2S SUB,SUB,8/8/2011 13:05,,25.5,0,0.82,3.42,0.25,0.98,1.22,1.04,0.5,0,6.6,0.02,,,0.01,0.45,0.07,20.18,,,,,,,,,,,,,,,
350648,S2S SURF,SURF,8/8/2011 13:14,,26.62,0.11,0.68,3.19,1,0.61,0.24,0.15,0.08,0,2.15,0.01,,,0.1,0.93,0.13,16.88,,,,,,,,,,,,,,,
350645,S2S SUB,SUB,8/8/2011 13:23,,25.5,0.11,0.51,4.17,0.25,1.05,0.71,0.87,0.32,0,4.19,0.02,,,0.02,0.69,0.06,31.52,,,,,,,,,,,,,,,
350646,S2S SUB,SUB,8/8/2011 14:51,5.13,22.74,0.06,0.5,3.51,0.21,0.92,0.75,0.84,0.28,0,4.57,0.02,,,0.01,0.52,0.06,25.67,,,,,,,,,,,,,,,
350647,S2S SUB,SUB,8/9/2011 3:45,,24.17,0,0.64,3.18,0.23,0.91,1.19,0.88,0.33,0,6,0.01,,,0,0.35,0.06,19.43,,,,,,,,,,,,,,,
350643,S2S SUB,SUB,8/9/2011 9:00,,24.78,0.08,0.71,3.12,0.21,0.9,1.19,0.89,0.34,0,6.21,0.01,,,0,0.33,0.02,18.51,,,,,,,,,,,,,,485,
220257,S2S SURF,SURF,8/9/2011 9:00,5.35,27.33,0.18,0.67,3.61,0.92,0.68,0.21,0.36,0.27,0.01,3.15,0.02,,,0.1,0.85,0.13,21.2,,,,,,,,,,,,,,30,16
220258,S2S SUB,SUB,8/9/2011 9:10,5.23,23.56,0.42,0.71,3.11,0.25,0.92,1.2,1.19,0.53,0.01,6.74,0.01,,,0,0.36,0.04,18.72,,,,,,,,,,,,,,485,16
220259,S2N SURF,SURF,8/9/2011 9:10,5.57,44.67,0.23,0.81,6.05,3.45,1.3,0.32,0.33,0.22,0.01,5.94,0.02,,,0.28,1.15,0.3,19.58,,,,,,,,,,,,,,20,17
350649,S2S SURF,SURF,8/9/2011 9:52,,32.33,0.09,0.66,4.15,0.97,0.75,0.27,0.18,0.21,0,3.15,0.02,,,0.16,1.03,0.18,23.82,,,,,,,,,,,,,,,
350702,S2S SUB,SUB,8/9/2011 11:02,,24.7,0,0.74,3.17,0.23,0.92,1.25,0.92,0.36,0,6.43,0.01,,,0,0.34,0.06,17.85,,,,,,,,,,,,,,,
350655,S2N SUB,SUB,8/9/2011 12:15,5.34,27.13,0.08,0.95,3.23,0.67,1.11,1.15,0.86,0.37,0,5.32,0.01,,,0,0.26,0.02,14.72,,,,,,,,,,,,,,15,
220260,S6S SURF,SURF,8/9/2011 12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,16
220261,S6N SURF,SURF,8/9/2011 12:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,15
350701,S2S SUB,SUB,8/10/2011 9:40,,25.4,0.09,0.85,2.98,0.22,0.88,1.38,0.81,0.31,0,6.55,0.01,,,0,0.29,0.05,16.6,,,,,,,,,,,,,,40,
220262,S6S SUB,SUB,8/11/2011 6:55,5.38,37.7,0.25,6.04,3.42,2.14,1.11,1.63,0.91,0.46,0.01,6.69,0.02,,,0.01,0.24,0.04,11.43,,,,,,,,,,,,,,315,12
220263,S6N SUB,SUB,8/11/2011 7:05,5.48,52.7,0.26,10.53,5.2,2.49,1.58,2.29,1.06,0.51,0.01,6.97,0.02,,,0.02,0.51,0.07,15.49,,,,,,,,,,,,,,155,12
220264,S2N SUB,SUB,8/11/2011 8:05,5.49,25.4,0.62,0.95,3.25,0.72,1.18,1.26,1.26,0.63,0.01,6.39,0.01,,,0.01,0.27,0.04,14.69,,,,,,,,,,,,,,310,12
220265,S2S SUB,SUB,8/11/2011 8:25,5.39,22.1,0.69,0.84,2.89,0.23,0.92,1.32,1.05,0.44,0.01,6.98,0.01,,,0,0.3,0.07,16.11,,,,,,,,,,,,,,45,14
350699,S2S SUB,SUB,8/12/2011 3:11,,25.95,0.09,0.95,3.15,0.2,0.92,1.45,0.99,0.47,0,7.36,0.01,,,0,0.34,0.06,17.39,,,,,,,,,,,,,,,
350700,S2S SUB,SUB,8/12/2011 10:00,5.18,25.65,0.07,0.86,3.03,0.2,0.89,1.4,0.89,0.39,0,7.07,0.01,,,0,0.33,0.05,16.32,,,,,,,,,,,,,,,
220266,S2S SUB,SUB,8/15/2011 10:00,5.46,23.33,0.48,0.95,2.91,0.25,0.96,1.41,1.19,0.56,0.01,7.71,0.01,,,0,0.29,0.06,15.13,,,,,,,,,,,,,,75,17
220267,S2S SURF,SURF,8/15/2011 10:10,5.38,45.24,0.42,1.03,4.59,1.58,0.92,0.2,0.1,0.32,0.03,2.15,0.02,,,0.14,2.99,0.16,14.82,,,,,,,,,,,,,,1,17
220268,S6S SUB,SUB,8/15/2011 10:25,5.44,38.88,0.26,6.47,3.52,2.13,1.12,1.6,0.74,0.36,0,6.35,0.02,,,0,0.23,0.06,10.42,,,,,,,,,,,,,,35,12
220278,S2S SUB,SUB,8/20/2011 8:10,5.68,23.9,0.04,0.94,2.75,0.24,0.88,1.66,1.09,0.49,0.01,7.94,0.01,,,0,0.29,0.06,13.95,,,,,,,,,,,,,,3,13
220286,S2N SURF,SURF,9/22/2011 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5
220287,S2S SURF,SURF,9/22/2011 6:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5
220288,S6S SURF,SURF,9/22/2011 7:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4
220289,S6N SURF,SURF,9/22/2011 7:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
220294,S2S SURF,SURF,10/9/2011 9:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12
220295,S6N SURF,SURF,10/9/2011 9:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,12
220296,S6S SURF,SURF,10/9/2011 9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11
220302,S2S SURF,SURF,10/13/2011 11:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,12
220303,S2N SURF,SURF,10/13/2011 11:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12
220304,S6S SURF,SURF,10/13/2011 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11
220305,S6N SURF,SURF,10/13/2011 12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11
220320,S2S SURF,SURF,11/28/2011 10:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
220321,S2S SUB,SUB,11/28/2011 10:25,5.24,26.11,1.34,2.2,2.65,0.21,0.98,1.49,2.14,1.33,0.01,8.79,0.01,,,0.01,0.32,0.06,16.44,,,,,,,,,,,,,,25,4
220322,S2N SURF,SURF,11/28/2011 10:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.5
220323,S6S SURF,SURF,11/28/2011 10:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9
