LAB_ID,NAME,type,DATE/TIME,PH,SPCOND,CL,SO4,CA,K,MG,NA,AL,FE,MN,SI,SR,NH4,NO3,SRP,TN_,TP_,NPOC,TC-IC,DOC,UVA254,UVA360,UVA360F,BDOC,BR,THGF,MEHGF,O-18,D,FE2,FE3,RunoffVolume_L,TEMPC
219253,S6S SUB,SUB,8/24/2010 11:55,5.55,37.8,0.12,6.66,3.61,1.97,1.16,1.42,0.69,0.31,0,6.43,0.02,,,0.02,0.84,0.05,14.55,,,,,,,,,,,,,,2,17
219254,S6N SURF,SURF,8/24/2010 12:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,17
349076,S2S SUB,SUB,8/31/2010 8:16,,24.99,0,1.63,2.89,0.18,0.91,1.62,0.79,0.3,0,8.15,0.01,,,0.01,0.32,0.04,21.74,,,,,,,,,,-9.88,-68.86,,,,
219259,S2S SUB,SUB,8/31/2010 9:15,5.48,24.25,0.15,1.73,2.43,0.18,0.74,1.3,0.59,0.22,0,6.15,0.01,,,0.01,0.39,0.03,16.11,,,,,,,,,,,,,,30,19
219264,S6N SURF,SURF,8/31/2010 11:55,5.37,90.18,1.62,3.64,,,,,,,,,,,,0.44,9.71,0.78,25.4,,,,,,,,,,,,,,4,20
349082,S2S SUB,SUB,9/7/2010 2:13,,27.49,0.07,1.46,3.11,0.25,0.97,1.53,1.74,0.94,0,8.73,0.01,,,0.02,0.48,0.04,22.98,,,,,,,,,,-8.96,-62.95,,,,
349083,S2S SUB,SUB,9/7/2010 6:51,,28.35,0.05,1.43,3.31,0.24,1.01,1.35,1.52,0.76,0,8.08,0.01,,,0.01,0.47,0.04,23.99,,,,,,,,,,-7.99,-54.88,,,,
349081,S2S SUB,SUB,9/7/2010 8:20,,10.08,0,1.44,3.22,0.21,0.96,1.35,1.31,0.62,0,7.78,0.01,,,0.01,0.42,0.04,23.33,,,,,,,,,,-8.28,-59.68,,,120,11
219265,S6S SURF,SURF,9/7/2010 12:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9
219266,S6N SURF,SURF,9/7/2010 12:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9
219267,S2N SURF,SURF,9/8/2010 12:40,5.76,70.4,1.1,1.63,7.94,4.87,1.98,0.17,0.04,0.05,0.01,5.86,0.03,,,0.35,2.38,0.38,24.5,,,,,,,,,,,,,,10,11
219268,S6S SUB,SUB,9/8/2010 13:35,5.54,33.59,0,5.92,3.31,1.62,1.02,1.17,0.91,0.53,0.01,6.4,0.02,,,0.02,0.51,0.05,13.82,,,,,,,,,,,,,,6,11
219269,S2S SUB,SUB,9/9/2010 9:05,5.34,26.28,0,1.52,3.03,0.22,0.92,7.54,1.14,0.59,0.01,7.7,0.01,,,0.01,0.34,0.03,18.04,,,,,,,,,,,,,,195,8
349149,S2S SUB,SUB,9/10/2010 21:43,,24.2,0.04,1.54,3.55,0.23,1.05,1.34,1.65,0.92,0,8.27,0.02,,,0.01,0.48,0.06,23.08,,,,,,,,,,-10.17,-67.7,,,,
349149,S2S SUB,SUB,9/10/2010 21:43,,24.2,0.04,1.54,3.55,0.23,1.05,1.34,1.65,0.92,0,8.27,0.02,,,0.01,0.48,0.06,23.08,,,,,,,,,,-8.89,-59.37,,,,
349150,S2S SUB,SUB,9/11/2010 0:21,5.43,25.08,0.1,1.22,3.57,0.17,0.97,1,0.94,0.41,0,6.02,0.02,,,0,0.51,0,23.43,,,,,,,,,,-8.7,-58.07,,,,
219275,S6S SURF,SURF,9/13/2010 7:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10
219276,S6S SUB,SUB,9/13/2010 7:30,5.44,35.08,0.25,5.53,3.46,1.93,1.05,1.35,0.74,0.32,0,6.21,0.02,,,0.01,0.24,0.03,13.72,,,,,,,,,,,,,,17,9
219277,S6N SURF,SURF,9/13/2010 7:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10
219282,S2N SUB,SUB,9/13/2010 8:55,5.49,28.4,0,1.9,3.32,0.86,1.22,1.48,1.32,0.62,0,11.12,0.02,,,0.02,0.58,0.06,14.13,,,,,,,,,,,,,,2,10
219283,S2S SUB,SUB,9/13/2010 9:05,5.35,25.75,0,1.48,3.1,0.21,0.91,1.88,0.85,0.28,0,7.09,0.01,,,0.01,0.27,0.03,17.31,,,,,,,,,,,,,,225,12
219284,S2S SURF,SURF,9/13/2010 9:15,5.46,36.14,0.26,0.53,4.41,1.27,0.89,0.19,0.15,0.12,0,2.22,0.02,,,0.09,1.49,0.12,21.45,,,,,,,,,,,,,,6,12
349164,S2S SUB,SUB,9/24/2010 4:05,,24.3,0.13,1.76,3.01,0.22,0.96,1.43,1.63,0.9,0,8.3,0.01,,,0.01,0.41,0.07,20.09,,,,,,,,,,-7.48,-51.27,,,,
349165,S2S SUB,SUB,9/24/2010 9:02,5.26,25.08,0.1,1.41,3.3,0.18,0.98,1.05,1.18,0.55,0,6.59,0.01,,,0.01,0.47,0.07,22.65,,,,,,,,,,-9.3,-61.38,,,,
349166,S2S SUB,SUB,9/24/2010 23:35,,24.79,0.09,1.49,3.16,0.2,0.98,1.27,1.25,0.59,0,7.18,0.01,,,0.01,0.43,0.07,19.92,,,,,,,,,,-8.83,-60.01,,,,
219287,S2S SURF,SURF,9/26/2010 9:40,5.51,42.43,0.3,0.61,5.3,1.39,1.1,0.22,0.15,0.17,0,2.81,0.02,,,0.1,1.87,0.13,28.17,,,,,,,,,,,,,,8,8
219288,S6S SURF,SURF,9/26/2010 11:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6
219289,S6S SUB,SUB,9/26/2010 11:15,5.55,34.59,0.17,5.42,3.38,1.9,1.05,1.38,0.81,0.36,0,6,0.02,,,0,0.19,0.03,13.84,,,,,,,,,,,,,,15,6
219290,S6N SURF,SURF,9/26/2010 11:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8
219294,S2S SUB,SUB,9/27/2010 6:55,5.4,24.79,0.14,1.73,3.04,0.24,0.92,1.77,1.1,0.44,0,7.34,0.01,,,0,0.23,0.04,18.19,,,,,,,,,,,,,,325,7.5
349211,S2S SUB,SUB,9/27/2010 15:37,,23.53,0,1.7,2.94,0.18,0.88,1.5,0.98,0.45,0,7.26,0.01,,,0,0.33,0.06,17.07,,,,,,,,,,-9.08,-61.5,,,,
219301,S2S SUB,SUB,9/30/2010 9:20,6.1,24.64,0.14,1.67,2.92,0.21,0.91,1.8,1.03,0.39,0,7.37,0.01,,,0,0.2,0.01,16.28,,,,,,,,,,,,,,35,8
349222,S2S SUB,SUB,10/26/2010 7:43,,24.39,0.09,2.13,2.69,0.32,0.96,1.74,2.58,1.47,0.01,10.03,0.01,,,0.01,0.38,0.07,19.09,,,,,,,,,,-9.19,-63.49,,,,
349223,S2S SURF,SURF,10/26/2010 9:06,,80.32,0.65,1.99,7.42,2.43,1.52,0.44,0.13,0.15,0.04,2.76,0.03,,,0.55,7.4,0.59,24.48,,,,,,,,,,-10.31,-76.64,,,,
349221,S2S SUB,SUB,10/26/2010 9:40,,25.3,0.11,2.07,2.88,0.29,0.99,1.52,2.3,1.28,0.01,9.15,0.01,,,0.01,0.38,0.06,19.21,,,,,,,,,,,,,,45,
349225,S2S SURF,SURF,10/26/2010 10:30,5.5,60.94,2.27,2.81,8.38,2.72,1.83,0.31,0.24,0.42,0.02,3.8,0.03,,,0.14,1.16,0.18,45.66,,,,,,,,,,,,,,6,
349229,S2S SUB,SUB,10/26/2010 12:37,,41.66,1.61,3.35,6.23,0.38,1.64,1.01,1.02,0.37,0,5.34,0.03,,,0.01,0.64,0.06,38.86,,,,,,,,,,-9.81,-70.96,,,,
349238,S2S SURF,SURF,10/26/2010 12:53,,47.69,1.36,2.61,6.82,1.71,1.54,0.55,0.47,0.4,0.01,4.34,0.03,,,0.23,1.19,0.28,34.59,,,,,,,,,,-10.63,-75.11,,,,
349230,S2S SUB,SUB,10/26/2010 13:40,4.97,38.65,1.56,3.16,5.8,0.39,1.48,0.92,0.97,0.34,0,5.02,0.03,,,0.01,0.62,0.07,35.68,,,,,,,,,,-10.49,-73.19,,,,
349231,S2S SUB,SUB,10/26/2010 14:45,,36.34,1.4,3.03,5.27,0.37,1.37,0.86,1,0.37,0,5.19,0.02,,,0.01,0.65,0.07,31.83,,,,,,,,,,-10.02,-74.01,,,,
349231,S2S SUB,SUB,10/26/2010 14:45,,36.34,1.4,3.03,5.27,0.37,1.37,0.86,1,0.37,0,5.19,0.02,,,0.01,0.65,0.07,31.83,,,,,,,,,,-10.95,-75.23,,,,
219321,S2S SUB,SUB,10/26/2010 15:00,4.97,36.64,1.57,3.35,5.26,0.35,1.39,0.93,0.94,0.32,0,4.8,0.02,,,0.01,0.51,0.05,29.41,,,,,,,,,,,,,,630,9
349232,S2S SUB,SUB,10/26/2010 15:36,,35.14,1.31,2.8,5.25,0.35,1.34,0.9,0.91,0.34,0,4.68,0.02,,,0.01,0.59,0.06,31.64,,,,,,,,,,-10.72,-76.15,,,,
349239,S2S SURF,SURF,10/26/2010 16:49,,43.27,1.18,2.41,5.94,1.35,1.35,0.68,0.44,0.36,0.02,4.48,0.02,,,0.14,0.69,0.23,32.39,,,,,,,,,,-11.74,-82.54,,,,
349233,S2S SUB,SUB,10/26/2010 17:15,,32.83,1.19,2.78,4.73,0.3,1.22,0.92,0.83,0.28,0,4.86,0.02,,,0.01,0.52,0.07,27.59,,,,,,,,,,-10.43,-76.3,,,,
349234,S2S SUB,SUB,10/26/2010 19:49,,32.02,1.17,3.04,4.47,0.3,1.15,0.95,0.87,0.32,0,5.06,0.02,,,0.01,0.49,0.06,27.02,,,,,,,,,,-10.97,-76.76,,,,
219322,S2S SUB,SUB,10/26/2010 20:08,5.04,32.12,1.25,3.04,4.46,0.28,1.19,1.05,0.93,0.31,0,5.08,0.02,,,0.01,0.43,0.04,24.62,,,,,,,,,,,,,,455,11
219323,S2N SUB,SUB,10/26/2010 20:10,5.22,39.75,2.42,3.37,4.7,1.31,1.56,1.07,0.69,0.21,0,5.74,0.02,,,0.01,0.45,0.05,23.22,,,,,,,,,,,,,,590,11
349235,S2S SUB,SUB,10/26/2010 21:39,4.98,31.22,1.14,2.98,4.29,0.26,1.12,0.96,0.86,0.31,0,5.06,0.02,,,0.01,0.56,0.06,26.16,,,,,,,,,,-10.7,-77.8,,,,
349236,S2S SUB,SUB,10/27/2010 1:32,,30.32,1.09,3.02,4.03,0.23,1.07,1.03,0.78,0.25,0,5.1,0.02,,,0.01,0.71,0.06,23.89,,,,,,,,,,-10.76,-75.47,,,,
349237,S2S SUB,SUB,10/27/2010 6:46,,29.71,1.03,2.98,3.91,0.22,1.08,1.1,0.95,0.37,0,5.54,0.02,,,0.01,0.43,0.02,23.05,,,,,,,,,,-10.95,-74.74,,,,
219324,S2S SUB,SUB,10/27/2010 9:00,5.07,29.51,1.09,2.87,3.81,0.22,1.08,1.24,1,0.34,0,5.59,0.02,,,0.01,0.37,0.03,21.99,,,,,,,,,,,,,,495,7
219326,S6S SURF,SURF,10/27/2010 9:30,5.54,50.3,0.47,1.98,4.78,4.41,1.12,0.31,0.1,0.13,0.04,2.09,0.02,,,0.48,2.44,0.51,23.14,,,,,,,,,,,,,,25,4
219327,S6N SURF,SURF,10/27/2010 9:35,5.29,70.68,2.3,8.01,3.26,7.91,0.67,3.17,0.21,0.21,0.01,2.16,0.01,,,0.52,3.99,0.54,22.5,,,,,,,,,,,,,,35,4
219325,S2N SUB,SUB,10/27/2010 10:05,5.3,37.04,2.11,3.14,4.09,1.08,1.43,1.2,0.73,0.28,0,6.33,0.02,,,0.01,0.36,0.04,18.31,,,,,,,,,,,,,,575,9
349253,S2S SUB,SUB,10/27/2010 14:03,,29.31,1.03,3.04,3.47,0.22,0.91,1.04,1,0.41,0,6.04,0.02,,,0.01,0.45,0.07,22.36,,,,,,,,,,-10.7,-72.27,,,,7
219328,S2S SUB,SUB,10/27/2010 16:10,5.02,29.21,1.07,2.87,3.57,0.24,1.02,1.24,0.95,0.33,0,5.59,0.02,,,0.01,0.38,0.03,20.99,,,,,,,,,,,,,,135,9
219329,S2S SURF,SURF,10/27/2010 16:10,5.46,43.27,1.37,1.92,5.5,1.48,1.28,0.86,0.33,0.31,0.01,3.61,0.02,,,0.14,0.6,0.17,29.64,,,,,,,,,,,,,,45,9
349262,S2S SUB,SUB,10/28/2010 2:47,,28.71,1.02,3.13,3.37,0.23,1.02,1.04,1.18,0.53,0,6.49,0.02,,,0.01,0.37,0.06,20.02,,,,,,,,,,-9.09,-64.95,,,,
219330,S2N SURF,SURF,10/28/2010 12:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,9
219331,S2N SUB,SUB,11/1/2010 8:10,5.42,39.6,2.15,3.75,4.46,0.98,1.67,1.7,1.33,0.69,0,8.92,0.02,,,0.01,0.34,0.04,17.37,,,,,,,,,,,,,,265,1
219332,S2S SUB,SUB,11/1/2010 8:25,5.2,27.1,0.97,2.97,3.01,0.2,0.92,1.58,0.82,0.32,0,5.95,0.01,,,0,0.31,0.03,15.33,,,,,,,,,,,,,,255,3
219333,S6S SUB,SUB,11/1/2010 9:30,5.23,37.3,0.52,7.72,3.67,1.79,1.16,1.31,0.93,0.49,0,5.85,0.02,,,0,0.27,0.01,12.76,,,,,,,,,,,,,,165,11
220018,S6N SURF,SURF,3/21/2011 7:00,5.7,58.1,0.22,3.69,4.11,7.31,1.08,0.24,0.14,0.15,0,2.12,0.01,,,0.25,2.3,0.26,32.57,,,,,,,,,,,,,,75,14
220019,S2N SUB,SUB,3/21/2011 7:40,5.43,26.7,0,4.1,2.64,0.53,1.03,1.12,1.75,1.01,0.01,7.32,0.01,,,0.01,0.3,0,14.54,,,,,,,,,,,,,,135,3.5
350019,S2N SUB,SUB,3/21/2011 11:15,,26.1,0.08,4.13,2.72,0.47,1.05,1.26,1.44,0.82,0.01,7.07,0.01,,,0.01,0.29,0,15.21,,,,,,,,,,,,,,10,
350022,S2S SUB,SUB,3/22/2011 12:11,5.65,23.8,0.09,3.9,2.73,0.17,0.84,1.76,1.05,0.61,0,7.58,0.01,,,0.01,0.31,0,15.74,,,,,,,,,,,,,,,
220020,S6S SURF,SURF,3/23/2011 7:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.5
220021,S6N SURF,SURF,3/23/2011 7:15,5.69,47.8,0.32,1.74,2.98,6.06,0.74,0.21,0.15,0.15,0,2.21,0.01,,,0.27,1.75,0.27,31.97,,,,,,,,,,,,,,8,8
220022,S2N SUB,SUB,3/23/2011 7:35,5.65,37.3,0,5.63,3.72,0.68,1.34,1.26,1.19,0.6,0.01,7.8,0.02,,,0.01,0.36,0.04,19.27,,,,,,,,,,,,,,280,1
220023,S2N SURF,SURF,3/23/2011 7:45,6.15,129.6,1.47,6.61,10.8,13.8,2.95,0.38,0.03,0.04,0,3.95,0.04,,,0.55,4.55,0.56,30.06,,,,,,,,,,,,,,6,2
350023,S2S SUB,SUB,3/24/2011 13:27,5.38,31.8,0.07,5.81,3.63,0.19,1.16,2.39,0.92,0.51,0,7.56,0.02,,,0.01,0.41,0,21.96,,,,,,,,,,,,,,,
220024,S2S SUB,SUB,3/24/2011 13:35,4.1,31,0.03,4.63,2.97,0.33,1.12,1.67,2.74,1.64,0.01,9.72,0.01,,,0.01,0.35,0.04,18.39,,,,,,,,,,,,,,35,3
351051,S2S SUB,SUB,3/26/2011 18:10,,25.05,0.36,2.94,3.56,0.28,1.05,0.78,1.18,0.62,0.01,4.98,0.01,,,0.01,0.39,0.04,20.76,,,,,,,,,,,,,,,
220025,S6N SURF,SURF,3/28/2011 10:30,5.76,72.9,0.42,2.94,3.55,6.74,0.87,0.24,0.09,0.08,0.01,1.01,0.01,,,0.47,4.32,0.39,27.66,,,,,,,,,,,,,,6,4
220026,S2N SURF,SURF,3/31/2011 8:30,5.98,107,0.67,7.34,8.19,14.6,2.29,0.31,0.03,0.03,0,3.83,0.03,,,0.69,3.23,0.67,20.63,,,,,,,,,,,,,,3,1
220027,S6N SURF,SURF,3/31/2011 9:25,5.55,40.6,0.39,1.57,1.92,4.98,0.46,0.13,0.11,0.07,0.01,1.05,0.01,,,0.39,2.27,0.32,16.28,,,,,,,,,,,,,,10,10
220028,S6S SURF,SURF,4/4/2011 7:50,5.81,82.5,0.38,4.58,6.22,8.21,1.51,0.37,0.08,0.09,0.1,3.15,0.02,,,0.82,4.33,0.83,42.38,,,,,,,,,,,,,,6,10
220029,S6N SURF,SURF,4/4/2011 7:55,5.68,54.2,0.62,2.92,4.24,7.52,1.01,0.2,0.23,0.22,0,2.82,0.01,,,0.34,1.6,0.32,37.69,,,,,,,,,,,,,,55,9.5
220030,S2N SURF,SURF,4/4/2011 8:25,5.99,73.6,0.08,1.8,6.52,9.1,1.83,0.19,0.03,0.04,0,3.37,0.03,,,0.51,1.06,0.51,14.49,,,,,,,,,,,,,,15,5
350040,S2S SUB,SUB,4/4/2011 17:17,5.52,26.1,0.09,4.34,2.84,0.14,0.9,1.38,0.88,0.39,0,5.8,0.01,,,0,0.3,0,16.41,,,,,,,,,,,,,,,
350041,S2S SUB,SUB,4/5/2011 19:16,,26.8,0,4.37,3,0.21,1.02,1.38,1.35,0.72,0,6.85,0.01,,,0,0.33,0,17.19,,,,,,,,,,,,,,,
350042,S2S SUB,SUB,4/6/2011 11:35,,26.6,0.07,4.1,2.87,0.14,0.92,1.34,0.9,0.4,0,5.61,0.01,,,0,0.31,0,16.9,,,,,,,,,,,,,,,
220036,S6N SURF,SURF,4/7/2011 8:45,5.67,49.5,0.22,3.6,4.02,7.6,0.89,0.23,0.29,0.27,0,3.44,0.01,,,0.46,1.7,0.4,41.8,,,,,,,,,,,,,,25,10
350049,S2S SUB,SUB,4/7/2011 9:28,,29,0.08,3.91,3.18,0.15,0.96,1.17,0.88,0.33,0,5.66,0.01,,,0.01,0.34,0,18.74,,,,,,,,,,,,,,,
220038,S2N SURF,SURF,4/7/2011 9:35,5.9,54.8,0,0.99,4.69,7.03,1.33,0.16,0.02,0.02,0,2.06,0.02,,,0.45,0.62,0.44,9.66,,,,,,,,,,,,,,16,6
220041,S2S SUB,SUB,4/7/2011 11:55,5.37,27.1,0,4.13,3.04,0.18,0.95,1.07,1.1,0.51,0,5.74,0.01,,,0,0.32,0.03,16.71,,,,,,,,,,,,,,220,2
350043,S2S SUB,SUB,4/7/2011 12:20,,26.6,0.08,4.08,3.1,0.16,0.97,1.24,0.95,0.41,0,5.84,0.01,,,0,0.33,0,18.13,,,,,,,,,,,,,,,
350048,S2S SUB,SUB,4/7/2011 20:05,,29.6,0.09,3.88,3.34,0.15,0.98,1.16,0.85,0.31,0,5.56,0.01,,,0,0.37,0,20.87,,,,,,,,,,,,,,,
350047,S2S SURF,SURF,4/8/2011 1:25,,49,0.2,1.91,5.22,1.5,1.33,0.26,0.1,0.27,0.01,2.88,0.02,,,0.07,0.97,0.08,22.85,,,,,,,,,,,,,,,
220043,S2S SUB,SUB,4/8/2011 12:50,5.44,28.4,0.15,3.8,3.06,0.16,0.91,1.01,1.01,0.43,0,5.51,0.01,,,0,0.33,0.03,17.49,,,,,,,,,,,,,,310,6
350057,S2S SUB,SUB,4/8/2011 12:50,,28.2,0.08,3.76,3.24,0.16,0.96,1.17,0.88,0.34,0,5.64,0.01,,,0,0.34,0,18.21,,,,,,,,,,,,,,0,
350064,S2S SUB,SUB,4/8/2011 15:09,5.35,25,0,2.92,3.33,0.16,0.92,0.85,0.79,0.28,0,4.77,0.01,,,0,0.42,0,22.4,,,,,,,,,,,,,,,
350065,S2S SUB,SUB,4/8/2011 17:54,5.38,24.1,0.09,2.81,3.27,0.2,0.91,0.79,0.82,0.32,0,4.67,0.01,,,0.01,0.42,0,20.94,,,,,,,,,,,,,,,
350066,S2S SUB,SUB,4/8/2011 21:52,5.38,24.7,0,2.96,3.11,0.19,0.86,0.8,0.71,0.29,0,4.53,0.01,,,0.01,0.4,0,19.74,,,,,,,,,,,,,,,
350067,S2S SUB,SUB,4/9/2011 5:40,5.38,24.1,0,3.1,2.97,0.15,0.83,0.83,0.63,0.23,0,4.45,0.01,,,0.01,0.37,0,18.12,,,,,,,,,,,,,,,
220044,S6S SURF,SURF,4/9/2011 8:20,5.79,26.2,0.15,0.87,2.23,4.32,0.51,0.13,0.04,0.03,0.01,1.31,0.01,,,0.13,0.46,0.14,16.24,,,,,,,,,,,,,,28,12
220045,S6N SURF,SURF,4/9/2011 8:30,5.66,62.2,0.13,5.43,5.49,10.4,1.14,0.36,0.4,0.29,0,4.2,0.02,,,0.45,1.79,0.41,60.4,,,,,,,,,,,,,,25,16
220046,S2N SURF,SURF,4/9/2011 8:50,5.7,43.3,0.03,0.41,4.06,5.21,1.11,0.12,0.01,0.01,0,1.25,0.02,,,0.45,0.55,0.43,6.96,,,,,,,,,,,,,,24,11
220047,S2N SUB,SUB,4/9/2011 8:55,5.52,23.4,0.11,2.33,2.7,0.6,0.94,1.1,0.93,0.45,0.01,5.49,0.01,,,0.01,0.24,0.03,12.76,,,,,,,,,,,,,,95,6
220048,S2S SUB,SUB,4/9/2011 9:10,5.31,23.6,0,3.05,3.05,0.16,0.87,0.86,0.88,0.33,0,4.75,0.01,,,0,0.35,0.03,19.57,,,,,,,,,,,,,,675,1.5
220049,S2S SURF,SURF,4/9/2011 9:15,5.63,35.8,0.1,1.54,4.1,1.26,1.01,0.27,0.18,0.2,0.01,2.52,0.02,,,0.05,0.71,0.08,20.68,,,,,,,,,,,,,,26,10
350068,S2S SUB,SUB,4/9/2011 12:07,5.37,22.7,0.03,2.74,3.07,0.16,0.86,0.86,0.79,0.31,0,4.55,0.01,,,0,0.41,0,18.3,,,,,,,,,,,,,,,
350069,S2S SUB,SUB,4/9/2011 14:26,5.39,22,0,2.41,3.05,0.16,0.83,0.88,0.69,0.27,0,3.92,0.01,,,0.01,0.41,0.01,18.11,,,,,,,,,,,,,,,
350070,S2S SURF,SURF,4/9/2011 15:02,5.73,24.6,0,0.92,2.77,0.9,0.7,0.42,0.13,0.14,0,1.79,0.01,,,0.05,0.43,0.06,13.55,,,,,,,,,,,,,,,
220050,S2S SUB,SUB,4/9/2011 16:50,5.34,21.2,0,2.27,2.87,0.2,0.78,0.65,0.74,0.29,0,3.68,0.01,,,0.01,0.37,0.03,18.85,,,,,,,,,,,,,,490,3
350080,S2S SUB,SUB,4/9/2011 18:03,5.37,20.6,0,2.33,2.84,0.17,0.77,0.66,0.64,0.21,0,3.7,0.01,,,0.01,0.46,0.03,17.53,,18,,,,,,,,,,,,,
350081,S2S SUB,SUB,4/10/2011 2:26,5.3,21.1,0,2.61,2.88,0.15,0.79,0.76,0.63,0.23,0,4.02,0.01,,,0.02,0.56,0.04,18,,,,,,,,,,,,,,,
220051,S2S SUB,SUB,4/10/2011 6:00,5.33,21.8,0,2.58,2.81,0.17,0.78,0.73,0.81,0.31,0,4.09,0.01,,,0.01,0.34,0.01,17.78,,,,,,,,,,,,,,550,2
350082,S2S SUB,SUB,4/10/2011 9:50,5.3,20.8,0,2.53,2.83,0.16,0.79,0.79,0.69,0.27,0,4.02,0.01,,,0,0.5,0.03,17.35,,17.5,,,,,,,,,,,,,
350077,S2S SURF,SURF,4/10/2011 13:54,5.69,23.7,0.03,1.44,2.58,0.85,0.66,0.25,0.14,0.13,0,1.53,0.01,,,0.04,0.59,0.05,10.98,,11.9,,,,,,,,,,,,,
350083,S2S SUB,SUB,4/10/2011 14:50,5.28,19.4,0,2.22,2.66,0.17,0.73,0.68,0.57,0.17,0,3.33,0.01,,,0.01,0.46,0.04,16.92,,,,,,,,,,,,,,,
350084,S2S SUB,SUB,4/10/2011 16:38,5.22,19.6,0,2.27,2.57,0.17,0.71,0.68,0.62,0.23,0,3.39,0.01,,,0.01,0.32,0.05,17.6,,,,,,,,,,,,,,,
220052,S2S SUB,SUB,4/10/2011 18:35,5.6,20.8,0.13,2.27,2.61,0.19,0.7,0.62,0.7,0.28,0,3.34,0.01,,,0.01,0.34,0.03,15.58,,,,,,,,,,,,,,575,0.5
350085,S2S SUB,SUB,4/10/2011 19:44,5.23,19.8,0,2.35,2.62,0.18,0.72,0.71,0.6,0.19,0,3.25,0.01,,,0,0.31,0.01,17.48,,16.4,,,,,,,,,,,,,
220053,S2S SUB,SUB,4/10/2011 22:10,5.23,19.8,0.14,2.3,6.41,0.2,0.68,0.63,0.61,0.22,0,3.07,0.01,,,0.01,0.32,0.03,16.14,,,,,,,,,,,,,,450,0.6
350086,S2S SUB,SUB,4/10/2011 23:15,5.21,19.2,0.02,2.24,2.55,0.17,0.69,0.65,0.56,0.17,0,3.05,0.01,,,0.01,0.32,0.05,16.96,,,,,,,,,,,,,,,
350087,S2S SUB,SUB,4/11/2011 3:11,5.23,18.8,0.04,2.2,2.55,0.2,0.69,0.65,0.57,0.17,0,3.05,0.01,,,0.01,0.34,0,16.47,,,,,,,,,,,,,,,
220054,S2S SUB,SUB,4/11/2011 6:05,5.28,19.3,0.02,2.2,2.5,0.19,0.67,0.62,0.69,0.26,0,3.19,0.01,,,0.01,0.31,0.03,16.05,,,,,,,,,,,,,,600,0
220055,S2N SUB,SUB,4/11/2011 6:30,5.46,22.8,0.14,2.09,2.69,0.58,0.89,0.85,0.81,0.32,0.01,4.81,0.01,,,0.01,0.29,0.03,15.59,,,,,,,,,,,,,,335,1
220056,S6N SURF,SURF,4/11/2011 6:50,5.56,66.3,0.55,5.87,5.74,9.37,1.23,0.58,0.38,0.34,0,4.93,0.02,,,0.26,1.66,0.31,57.64,,,,,,,,,,,,,,10,12
350078,S2S SURF,SURF,4/11/2011 8:00,5.66,19.6,0.02,0.97,2.01,0.66,0.53,0.2,0.1,0.12,0,1.12,0.01,,,0.04,0.42,0.01,9.92,,8.4,,,,,,,,-16.35,-117.35,,,90,
350079,S2S SUB,SUB,4/11/2011 8:15,5.31,19.8,0,2.31,2.56,0.14,0.7,0.77,0.6,0.18,0,3.37,0.01,,,0,0.4,0.03,15.49,,15.8,,,,,,,,-16.67,-118.48,,,75,
220057,S2S SUB,SUB,4/11/2011 13:35,5.35,19.46,0,1.81,2.33,0.18,0.62,0.58,0.64,0.25,0,2.82,0.01,,,0.01,0.32,0.03,15.54,,15.8,,,,,,,,,,,,340,
350100,S2S SUB,SUB,4/11/2011 13:39,5.32,19.15,0.09,1.96,2.34,0.17,0.62,0.63,0.49,0.15,0,2.71,0.01,,,0.01,0.46,0.02,15.94,,,,,,,,,,,,,,,
350099,S2S SURF,SURF,4/11/2011 13:46,5.55,17.09,0.09,0,1.57,0.69,0.41,0.21,0.08,0.08,0,0.85,0.01,,,0.05,0.4,0.04,7.37,,,,,,,,,,,,,,,
350101,S2S SUB,SUB,4/11/2011 17:16,5.35,18.33,0.09,1.73,2.24,0.17,0.6,0.63,0.48,0.14,0,2.72,0.01,,,0.01,0.39,0.03,15.02,,14.1,,,,,,,,,,,,,
350102,S2S SUB,SUB,4/11/2011 23:37,5.35,20.08,0.11,2.16,2.45,0.16,0.67,0.77,0.55,0.16,0,3.19,0.01,,,0.01,0.43,0.05,15.24,,,,,,,,,,,,,,,
220058,S2S SUB,SUB,4/12/2011 9:15,5.36,21.01,0.1,2.17,2.38,0.16,0.67,0.72,0.79,0.32,0,3.73,0.01,,,0.01,0.28,0.03,14.75,,,,,,,,,,,,,,555,2
350103,S2S SUB,SUB,4/12/2011 12:50,5.33,19.98,0.07,2.14,2.36,0.15,0.65,0.73,0.64,0.27,0,3.42,0.01,,,0.01,0.37,0.02,15.72,,15.7,,,,,0.0323,,,,,,,75,
